/EstablishmentCollection/EstablishmentDetail/BusinessName,/EstablishmentCollection/EstablishmentDetail/BusinessType,/EstablishmentCollection/EstablishmentDetail/BusinessTypeID,/EstablishmentCollection/EstablishmentDetail/FHRSID,/EstablishmentCollection/EstablishmentDetail/FHRSID/#agg,/EstablishmentCollection/EstablishmentDetail/Geocode/Latitude,/EstablishmentCollection/EstablishmentDetail/Geocode/Longitude,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityBusinessID,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityCode,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityEmailAddress,/EstablishmentCollection/EstablishmentDetail/LocalAuthorityName,/EstablishmentCollection/EstablishmentDetail/NewRatingPending,/EstablishmentCollection/EstablishmentDetail/PostCode,/EstablishmentCollection/EstablishmentDetail/RatingKey,/EstablishmentCollection/EstablishmentDetail/RatingValue,/EstablishmentCollection/EstablishmentDetail/SchemeType,/EstablishmentCollection/EstablishmentDetail/Scores/ConfidenceInManagement,/EstablishmentCollection/EstablishmentDetail/Scores/Hygiene,/EstablishmentCollection/EstablishmentDetail/Scores/Structural,/Header/ExtractDate
Rainbow Haven,Restaurant/Cafe/Canteen,1,1816837,1816837,53.469525,-2.157113,AC-072024-005485,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8TJ,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Rainbows Day Nursery,Hospitals/Childcare/Caring Premises,5,1819216,1819216,53.433384,-2.207988,AC-072024-013751,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 1BB,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Rainbows Southpoint,Hospitals/Childcare/Caring Premises,5,1831148,1831148,53.420407,-2.2114444,AC042025-21701,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 1TU,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Raj Cuisine & Pizza Bar,Takeaway/sandwich shop,7844,1831010,1831010,53.523375,-2.169877,AC032025-20933,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 0JA,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Raja Bros,Retailers - other,4613,1831113,1831113,53.497647,-2.183445,AC042025-21569,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 2TP,fhrs_2_en-GB,2,FHRS,10,10,15,27/01/2026
Raja Bros,Retailers - other,4613,1819182,1819182,53.413742,-2.286967,AC-072024-013711,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 0LZ,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Raja Bros & Premier,Retailers - other,4613,1819654,1819654,53.45566177,-2.172451973,AC-072024-014273,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 7NF,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Raja Brothers,Retailers - other,4613,1820028,1820028,53.49542,-2.182245,AC-072024-014744,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 2UE,fhrs_4_en-GB,4,FHRS,0,5,10,27/01/2026
Raja Brothers,Retailers - other,4613,1821328,1821328,53.523374,-2.169876,AC-072024-016320,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 0JA,fhrs_4_en-GB,4,FHRS,0,0,10,27/01/2026
Raja Brothers Abbey Ltd,Retailers - other,4613,1820336,1820336,53.468956,-2.158496,AC-072024-015124,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 8SZ,fhrs_4_en-GB,4,FHRS,5,5,10,27/01/2026
Raja Originals,Restaurant/Cafe/Canteen,1,1839279,1839279,53.4403563,-2.1878033,AC042025-21678,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 2SY,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Raja Spice,Takeaway/sandwich shop,7844,1817203,1817203,53.4952245,-2.2421835,AC-072024-005921,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8WE,fhrs_1_en-GB,1,FHRS,20,10,10,27/01/2026
Rajas,Restaurant/Cafe/Canteen,1,1818310,1818310,53.453071,-2.257717,AC-072024-007450,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 8FA,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Raja's,Takeaway/sandwich shop,7844,1819509,1819509,53.456875,-2.200815,AC-072024-014096,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 4JJ,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Rajas kebab house,Takeaway/sandwich shop,7844,1822095,1822095,53.388918,-2.258878,AC122024-19750,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 8UE,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Rajas Pizza,Restaurant/Cafe/Canteen,1,1818039,1818039,53.507865,-2.24047,AC-072024-006910,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9LS,fhrs_2_en-GB,2,FHRS,10,10,15,27/01/2026
Rajdoot Manchester Tandoori,Restaurant/Cafe/Canteen,1,1818841,1818841,53.4788656,-2.2456518,AC-072024-013264,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 5PE,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Raju Gari Biryani also t/a The Nawab's Bowl,Takeaway/sandwich shop,7844,1906949,1906949,53.4764066,-2.2193763,AC122025-25491,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6AE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Ramenshop,Restaurant/Cafe/Canteen,1,1821943,1821943,53.483263,-2.236442,AC102024-18632,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 1PD,fhrs_4_en-GB,4,FHRS,10,0,5,27/01/2026
Ramona,Pub/bar/nightclub,7843,1816963,1816963,53.48584747,-2.234347105,AC-072024-005634,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 5JG,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
RamYum,Restaurant/Cafe/Canteen,1,1839284,1839284,53.4747464,-2.2379896,AC052025-22092,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 6NG,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Ramzy Restaurant,Restaurant/Cafe/Canteen,1,1820089,1820089,53.492708,-2.2496954,AC-072024-014829,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8FW,fhrs_1_en-GB,1,FHRS,20,10,15,27/01/2026
Rana's Kitchen,Takeaway/sandwich shop,7844,1819519,1819519,53.495421,-2.182246,AC-072024-014107,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 2UE,fhrs_1_en-GB,1,FHRS,20,5,15,27/01/2026
Range Delights Ltd,Restaurant/Cafe/Canteen,1,1821199,1821199,53.4492506,-2.2699056,AC-072024-016153,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 0AR,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Range Desserts,Takeaway/sandwich shop,7844,1817014,1817014,53.4417552,-2.1898569,AC-072024-005690,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3WN,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Range Desserts,Takeaway/sandwich shop,7844,1820528,1820528,53.3771834,-2.280031,AC-072024-015362,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 1SH,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
range desserts northenden,Restaurant/Cafe/Canteen,1,1870698,1870698,53.409445,-2.256175,AC072025-23151,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 4HH,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Ranjha Mart,Retailers - other,4613,1816458,1816458,53.5078726,-2.2404516,AC-072024-005034,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9LS,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
Rapha Racing,Restaurant/Cafe/Canteen,1,1816702,1816702,53.4810582,-2.2458603,AC-072024-005329,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 4LY,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Rave Kitchen,Mobile caterer,7846,1906987,1906987,,,AC122025-25607,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Ravensbury Community School,School/college/university,7845,1818102,1818102,53.48728,-2.185888,AC-072024-006983,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 4EG,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Ravi Foodstore,Retailers - other,4613,1819050,1819050,53.452756,-2.222509,AC-072024-013562,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5AG,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Raya Restaurant Services,Other catering premises,7841,1894635,1894635,53.3905597,-2.2981031,AC102025-24895,415,envhealth@manchester.gov.uk,Manchester,FALSE,M23 9LE,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rayan Supermarket LTD,Retailers - other,4613,1894470,1894470,53.4432726,-2.1909176,AC092025-24208,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3PG,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Raydan Restaurant,Restaurant/Cafe/Canteen,1,1821235,1821235,53.452799,-2.228367,AC-072024-016195,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 5XF,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Rccg The Limelight Church,Retailers - other,4613,1870678,1870678,53.4634434,-2.2577493,AC072025-23083,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4JG,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Real Taste,Restaurant/Cafe/Canteen,1,1820138,1820138,53.473829,-2.183192,AC-072024-014888,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 2NL,fhrs_2_en-GB,2,FHRS,10,15,15,27/01/2026
Real Taste,Restaurant/Cafe/Canteen,1,1821123,1821123,53.49545,-2.241213,AC-072024-016070,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8LZ,fhrs_1_en-GB,1,FHRS,20,10,10,27/01/2026
Reasons to be Cheerful,Pub/bar/nightclub,7843,1819245,1819245,53.42108917,-2.217197895,AC-072024-013780,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 6EL,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
REBEL KITCHEN,Takeaway/sandwich shop,7844,1894604,1894604,53.4712194,-2.2161712,AC102025-24730,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6JR,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rebellion Bar,Pub/bar/nightclub,7843,1820066,1820066,53.474191,-2.250508,AC-072024-014801,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5WZ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Red Bank Pop Up 21,Pub/bar/nightclub,7843,1816571,1816571,53.49044037,-2.238607883,AC-072024-005173,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 4HF,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Red Cherry,Takeaway/sandwich shop,7844,1818880,1818880,53.448746,-2.191862,AC-072024-013325,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3AG,fhrs_4_en-GB,4,FHRS,10,0,10,27/01/2026
Red Chilli Grill,Takeaway/sandwich shop,7844,1816432,1816432,53.45572,-2.192556,AC-072024-005003,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 5RT,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Red Chilli Portland Street,Restaurant/Cafe/Canteen,1,1820104,1820104,53.47776413,-2.240149021,AC-072024-014847,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 4GX,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Red Chilli Restaurant,Restaurant/Cafe/Canteen,1,1820105,1820105,53.461435,-2.224724,AC-072024-014848,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9WL,fhrs_3_en-GB,3,FHRS,5,10,10,27/01/2026
Red Chilli Supermarket,Distributors/Transporters,7,1906936,1906936,53.5114113,-2.1979036,AC122025-25455,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9LY,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Red Lantern,Takeaway/sandwich shop,7844,1894495,1894495,53.4075933,-2.224002,AC092025-24297,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 5NF,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Red Light Bar,Pub/bar/nightclub,7843,1820003,1820003,,,AC-072024-014708,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3GL,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Red Lion,Pub/bar/nightclub,7843,1816465,1816465,,,AC-072024-005041,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 9BT,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Red Restaurant,Restaurant/Cafe/Canteen,1,1817586,1817586,53.4772677,-2.2401732,AC-072024-006370,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 6DF,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Red Sea Cafe Bar,Restaurant/Cafe/Canteen,1,1820223,1820223,53.455624,-2.244782,AC-072024-014980,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4RB,fhrs_1_en-GB,1,FHRS,20,5,5,27/01/2026
Red Shop,Retailers - other,4613,1817874,1817874,53.5053105,-2.2361552,AC-072024-006722,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 0PL,fhrs_4_en-GB,4,FHRS,10,0,0,27/01/2026
Reda Cafe,Restaurant/Cafe/Canteen,1,1821474,1821474,53.4350556,-2.2129322,AC-072024-016486,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 6SR,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
REDDISH TANDOORI,Takeaway/sandwich shop,7844,1894658,1894658,53.456766,-2.159776,AC112025-25061,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 7JH,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
ReflecTeen,Retailers - other,4613,1894468,1894468,53.5164029,-2.1811553,AC092025-24206,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 0FJ,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Refresh,Retailers - other,4613,1818338,1818338,,,AC-072024-007498,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Refresh,Restaurant/Cafe/Canteen,1,1818997,1818997,53.365084,-2.273356,AC-072024-013499,415,envhealth@manchester.gov.uk,Manchester,FALSE,M90 3RR,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Refreshments,Retailers - other,4613,1819572,1819572,53.4468548,-2.1772206,AC-072024-014177,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3HS,fhrs_5_en-GB,5,FHRS,5,5,0,27/01/2026
Regs News,Retailers - other,4613,1894531,1894531,53.5140362,-2.223235,AC102025-24439,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 5XF,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rehab Fitness CIC,Takeaway/sandwich shop,7844,1894379,1894379,53.495134,-2.2229699,AC082025-23823,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 7RA,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rehman Halal Butcher's Limited,Retailers - other,4613,1818333,1818333,53.4529687,-2.2032189,AC-072024-007493,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0GT,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rehoboth,Takeaway/sandwich shop,7844,1820785,1820785,53.513794,-2.203511,AC-072024-015659,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 4HE,fhrs_1_en-GB,1,FHRS,20,10,10,27/01/2026
Rekindle Pantry,Retailers - other,4613,1831065,1831065,,,AC042025-21383,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 5WB,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Remaa's Cafe,Restaurant/Cafe/Canteen,1,1821988,1821988,53.4948517,-2.2518937,AC102024-18901,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 9TY,fhrs_1_en-GB,1,FHRS,20,10,15,27/01/2026
Rendition,Restaurant/Cafe/Canteen,1,1817861,1817861,53.478662,-2.249073,AC-072024-006704,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 3NW,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Reni's African Restaurant & Event Centre,Restaurant/Cafe/Canteen,1,1818025,1818025,53.49488854,-2.23897244,AC-072024-006893,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8LY,fhrs_3_en-GB,3,FHRS,10,10,10,27/01/2026
Renowines,Retailers - other,4613,1831184,1831184,53.452604,-2.244689,AC042025-21832,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 7LT,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Reserve,Retailers - other,4613,1820407,1820407,53.427667,-2.241972,AC-072024-015221,415,envhealth@manchester.gov.uk,Manchester,FALSE,M20 1LH,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Reserve Wines,Restaurant/Cafe/Canteen,1,1818074,1818074,53.48546982,-2.234931946,AC-072024-006954,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 5BU,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
Residence Inn Manchester Piccadilly,Hotel/bed & breakfast/guest house,7842,1821490,1821490,53.4811623,-2.2272938,AC-072024-016503,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 2JP,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Residential Care Home,Hospitals/Childcare/Caring Premises,5,1819894,1819894,53.51040649,-2.192487955,AC-072024-014561,415,envhealth@manchester.gov.uk,Manchester,FALSE,M40 9HF,fhrs_exempt_en-GB,Exempt,FHRS,,,,27/01/2026
Rest Hub T/A GBK Eds Diner Slim Chickens Harry Ramsden Caffe Carluccio,Restaurant/Cafe/Canteen,1,1821478,1821478,53.5379287,-2.236624,AC-072024-016490,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 0QS,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Restaurant Associates,Restaurant/Cafe/Canteen,1,1817959,1817959,53.4771079,-2.243683,AC-072024-006815,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5AN,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Resurrection And St Barnabas Church also T/as Newleaf Community Cafe,Other catering premises,7841,1820424,1820424,,,AC-072024-015242,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 3AS,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Retro Bar,Pub/bar/nightclub,7843,1820156,1820156,53.47504,-2.235357,AC-072024-014908,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3NJ,fhrs_3_en-GB,3,FHRS,10,5,10,27/01/2026
RETRO FRIED CHICKEN,Takeaway/sandwich shop,7844,1906872,1906872,53.5236805,-2.1924251,AC112025-25279,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 7BD,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
REVIV MANCHESTER LTD,Retailers - other,4613,1816404,1816404,53.4828563,-2.2456295,AC032025-21074,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 7HA,fhrs_exempt_en-GB,Exempt,FHRS,,,,27/01/2026
Revive,Other catering premises,7841,1819688,1819688,53.4776642,-2.1952005,AC-072024-014309,415,envhealth@manchester.gov.uk,Manchester,FALSE,M11 3ND,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Revolucion de Cuba,Pub/bar/nightclub,7843,1816812,1816812,53.478402,-2.248891,AC-072024-005456,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 5QR,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Revolution,Pub/bar/nightclub,7843,1819825,1819825,53.4746134,-2.2504188,AC-072024-014470,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5LH,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Revolution Bar,Restaurant/Cafe/Canteen,1,1820273,1820273,53.473591,-2.2404841,AC-072024-015034,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 5WH,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
"Revolution, Arkwright House",Restaurant/Cafe/Canteen,1,1820285,1820285,53.48232,-2.248959,AC-072024-015050,415,envhealth@manchester.gov.uk,Manchester,FALSE,M3 2LF,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
RF Cafe & Patisserie,Restaurant/Cafe/Canteen,1,1821517,1821517,,,AC-072024-016535,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
RF Convenience Store,Retailers - other,4613,1817663,1817663,53.444024,-2.182265,AC-072024-006461,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 3LX,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Rhino Global Goodies,Retailers - other,4613,1870710,1870710,53.4943502,-2.2355246,AC072025-23230,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 8RA,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rhombus Care Group,Hospitals/Childcare/Caring Premises,5,1820705,1820705,53.447559,-2.2542808,AC-072024-015567,415,envhealth@manchester.gov.uk,Manchester,FALSE,M16 8HL,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Rhythm & Spice,Restaurant/Cafe/Canteen,1,1818792,1818792,53.440384,-2.187835,AC-072024-013202,415,envhealth@manchester.gov.uk,Manchester,FALSE,M19 2SY,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Ribeye Steakhouse,Restaurant/Cafe/Canteen,1,1820715,1820715,53.4736131,-2.2474776,AC-072024-015578,415,envhealth@manchester.gov.uk,Manchester,FALSE,M15 4RP,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Richie and Nickie Liquor Store /Mini Mart,Retailers - other,4613,1817966,1817966,53.4543742,-2.2447586,AC-072024-006822,415,envhealth@manchester.gov.uk,Manchester,FALSE,M14 4RE,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Richmond Care,Hospitals/Childcare/Caring Premises,5,1819294,1819294,53.46163,-2.211531,AC-072024-013838,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0AQ,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Richmond Tea Rooms,Restaurant/Cafe/Canteen,1,1820657,1820657,53.476261,-2.236554,AC-072024-015512,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3WF,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Ring Sushi & Hot Food,Restaurant/Cafe/Canteen,1,1819243,1819243,53.438114,-2.27408,AC-072024-013778,415,envhealth@manchester.gov.uk,Manchester,FALSE,M21 8AZ,fhrs_2_en-GB,2,FHRS,10,15,15,27/01/2026
Ringway Mews Care Home,Hospitals/Childcare/Caring Premises,5,1821885,1821885,53.390556,-2.253656,AC102024-18396,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 4RY,fhrs_5_en-GB,5,FHRS,5,5,5,27/01/2026
Ringway Primary School,School/college/university,7845,1819426,1819426,53.370316,-2.26081,AC-072024-013998,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 0WW,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Rise & Shine Christian Ministries,Other catering premises,7841,1816667,1816667,53.4611294,-2.1754245,AC-072024-005289,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 7EE,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Rise Up one Limited,Hospitals/Childcare/Caring Premises,5,1906972,1906972,53.4540346,-2.1774129,AC122025-25572,415,envhealth@manchester.gov.uk,Manchester,FALSE,M18 7QA,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rita's Reign,Mobile caterer,7846,1818781,1818781,,,AC-072024-013187,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 1RG,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Riva Blu,Restaurant/Cafe/Canteen,1,1819490,1819490,53.4850413,-2.2430093,AC-072024-014073,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 3TR,fhrs_5_en-GB,5,FHRS,0,0,5,27/01/2026
Rivals,Restaurant/Cafe/Canteen,1,1819614,1819614,53.482848,-2.245647,AC-072024-014231,415,envhealth@manchester.gov.uk,Manchester,FALSE,M2 7HA,fhrs_5_en-GB,5,FHRS,0,0,0,27/01/2026
Riverdale Grocers,Retailers - other,4613,1818850,1818850,53.526178,-2.234359,AC-072024-013277,415,envhealth@manchester.gov.uk,Manchester,FALSE,M9 8UJ,fhrs_2_en-GB,2,FHRS,5,10,15,27/01/2026
Rizzo's - Sicilian Food,Restaurant/Cafe/Canteen,1,1818577,1818577,53.4629142,-2.2306791,AC-072024-007826,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 9NS,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
RJ MADRIGAL,Other catering premises,7841,1906857,1906857,,,AC112025-25197,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
RM Restaurant MCR Ltd,Restaurant/Cafe/Canteen,1,1819586,1819586,53.50617,-2.238681,AC-072024-014197,415,envhealth@manchester.gov.uk,Manchester,FALSE,M8 0PF,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Road to Home Drinks Delivery/Ardwick Food & Beverages,Retailers - other,4613,1781456,1781456,53.4698993,-2.2155017,AC112024-19095,415,envhealth@manchester.gov.uk,Manchester,FALSE,M12 6JQ,fhrs_5_en-GB,5,FHRS,5,0,0,27/01/2026
Roadie's,Takeaway/sandwich shop,7844,1817436,1817436,53.476905,-2.238049,AC-072024-006187,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 3LY,fhrs_5_en-GB,5,FHRS,0,5,5,27/01/2026
Robert & Victor,Restaurant/Cafe/Canteen,1,1821141,1821141,53.4754313,-2.2416093,AC-072024-016090,415,envhealth@manchester.gov.uk,Manchester,FALSE,M1 6ET,fhrs_5_en-GB,5,FHRS,5,0,5,27/01/2026
Robin's Hood,Takeaway/sandwich shop,7844,1816333,1816333,53.407995,-2.257295,AC022025-20539,415,envhealth@manchester.gov.uk,Manchester,FALSE,M22 4FY,fhrs_1_en-GB,1,FHRS,20,15,15,27/01/2026
Rob's Caribbean Cuisine,Mobile caterer,7846,1818226,1818226,,,AC-072024-007148,415,envhealth@manchester.gov.uk,Manchester,FALSE,,fhrs_awaitinginspection_en-GB,AwaitingInspection,FHRS,,,,27/01/2026
Rocco's Chicken,Restaurant/Cafe/Canteen,1,1817518,1817518,53.4560579,-2.1997312,AC-072024-006289,415,envhealth@manchester.gov.uk,Manchester,FALSE,M13 0RQ,fhrs_4_en-GB,4,FHRS,10,5,5,27/01/2026
Roccos Desserts,Restaurant/Cafe/Canteen,1,1819538,1819538,53.485895,-2.237045,AC-072024-014131,415,envhealth@manchester.gov.uk,Manchester,FALSE,M4 4AN,fhrs_4_en-GB,4,FHRS,5,10,5,27/01/2026
